Title,Description,Address,Price,Feature,Date_Info
Standard Miniflat,Standard Miniflat/Flat Apartment FOR Rent,Victoria Island Lagos,"₦ 6,000,000/year",1 Baths,"Updated 17 Jun 2026, Added 15 Jun 2026"
Newly Renovated Office 2 Bedroom Flat,Newly Renovated Office 2 Bedroom Flat/Flat Apartment FOR Rent,Off Allen Avenue Ikeja Lagos,"₦ 7,000,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 06 Feb 2026"
A Room Self Contained,A Room Self Contained/Flat Apartment FOR Rent,"Kudirat Abiola Way ,oregun Ojota Ojota Lagos","₦ 1,200,000",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 01 Jun 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,"Ait Estate, Raypower Alagbado Abule Egba Lagos","₦ 1,200,000/year",2 Baths,"Updated 17 Jun 2026, Added 10 Apr 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,Nrc Obawole Ifako Ogba Ogba Lagos,"₦ 2,000,000/year",3 Beds 3 Baths,"Updated 17 Jun 2026, Added 07 May 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,"Olodo Bank, Iyana Church Ibadan Oyo","₦ 450,000/year",3 Beds 2 Baths,"Updated 17 Jun 2026, Added 10 Jun 2026"
A Newly Built 3 Bedroom Flat Ensuite With Bq,A Newly Built 3 Bedroom Flat Ensuite With Bq/Flat Apartment FOR Rent,Off Hughes Avenue Alagomeji Yaba Lagos,"₦ 10,000,000/year",3 Beds 4 Baths,"Updated 17 Jun 2026, Added 02 May 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Ilupeju Lagos,"₦ 3,500,000/year",,"Updated 17 Jun 2026, Added 20 May 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat / Apartment FOR RENT,Banana Island Ikoyi Lagos,"₦ 50,000,000/year",3 Beds 3 Baths,"Updated 22 Jun 2026, Added 18 May 2026"
Fully Furnished Roomself Contain Apartments,Fully Furnished Roomself Contain Apartments/Flat Apartment FOR Rent,Alagomeji Yaba Lagos,"₦ 15,000,000/year",,"Updated 17 Jun 2026, Added 11 Jun 2026"
Room And Parlour Self Contained,Room And Parlour Self Contained/Flat Apartment FOR Rent,Paradise Estate Chevron Drive Lekki Lagos,"₦ 4,000,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 12 May 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,Banana Island Estate Banana Island Ikoyi Lagos,"₦ 40,000,000/year",3 Beds,"Updated 17 Jun 2026, Added 04 May 2026"
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Rent,Ikoyi Lagos,"₦ 12,000,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 23 Feb 2026"
2 Blocks Of 4 Units 3 Bedroom Flat,2 Blocks Of 4 Units 3 Bedroom Flat/Flat Apartment FOR Rent,Off Awolowo Way Ikeja Lagos,"₦ 30,000,000/year",3 Beds 2 Baths,"Updated 17 Jun 2026, Added 19 Mar 2026"
Upstairs Miniflat Apartment,Upstairs Miniflat Apartment/Flat Apartment FOR Rent,Off Aina Ajobo Oke Ira Ogba Lagos,"₦ 1,500,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 05 Mar 2026"
4 Bedroom Flat,4 Bedroom Flat/Flat Apartment FOR Rent,Victoria Island Lagos,"₦ 60,000,000/year",4 Beds 4 Baths,"Updated 17 Jun 2026, Added 06 Mar 2026"
Room And Parlor,Room And Parlor/Flat Apartment FOR Rent,Mobil Road Ilaje Ajah Lagos,"₦ 2,200,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 13 May 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,Surulere Lagos,"₦ 5,000,000",2 Baths,"Updated 17 Jun 2026, Added 10 Jun 2026"
646sqm Residential Land,646sqm Residential Land/Land FOR SALE,Chevron Drive Lekki Chevron Lekki Lagos,"₦ 300,000,000",,"Updated 23 Jun 2026, Added 23 Jun 2026"
12 Units Of 2 Bedroom Flat,12 Units Of 2 Bedroom Flat/Flat Apartment FOR Rent,Off Nathan Street Ojuelegba Yaba Lagos,"₦ 3,000,000/year",2 Beds,"Updated 17 Jun 2026, Added 17 Feb 2026"
Newly Built 2 Bedroom Flat,Newly Built 2 Bedroom Flat/Flat Apartment FOR Rent,Kilo Marsha Surulere Lagos,"₦ 4,000,000/year",2 Beds,"Updated 17 Jun 2026, Added 05 Mar 2026"
Newly Built Mini Flat,Newly Built Mini Flat/Flat Apartment FOR Rent,Surulere Lagos,"₦ 2,500,000/year",,"Updated 17 Jun 2026, Added 04 Mar 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,New Road Igbo Efon Lekki Lagos,"₦ 5,300,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 01 Apr 2026"
Studio Apartment,Studio Apartment/Flat Apartment FOR Rent,Osapa London Lekki Lagos,"₦ 3,700,000/year",1 Baths,"Updated 17 Jun 2026, Added 15 Jun 2026"
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Rent,"James Robertson Street, Masha Surulere Lagos","₦ 7,000,000/year",3 Beds 2 Baths,"Updated 17 Jun 2026, Added 29 Apr 2026"
Newly Refurbished 2 Bedroom Apartment,Newly Refurbished 2 Bedroom Apartment/Flat Apartment FOR Rent,Iyana Ipaja Ipaja Lagos,"₦ 2,500,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 20 Mar 2026"
Lovelymini Flat Apartment,Lovelymini Flat Apartment/Flat Apartment FOR Rent,"Kayode Otitoju Off Admiralty Road, Lekki Phase 1 Lekki Lagos","₦ 5,000,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 06 Apr 2026"
Serviced Room And Parlour Self Contain,Serviced Room And Parlour Self Contain/Flat Apartment FOR Rent,"Close To Marwa, Lekki Phase 1, Oniru Victoria Island Lagos","₦ 7,000,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 19 Mar 2026"
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Rent,Oniru Estate Oniru Victoria Island Lagos State Oniru Victoria Island Lagos,"₦ 15,000,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 01 Jun 2026"
A Newly Built Spacious 2 Bedroom Flat Ensuite,A Newly Built Spacious 2 Bedroom Flat Ensuite/Flat Apartment FOR Rent,In An Estate Jibowu Yaba Lagos,"₦ 8,500,000/year",2 Beds 3 Baths,"Updated 17 Jun 2026, Added 02 May 2026"
Furnished 1 Bedroom Flat In Orchid Lekki Pay & Move In,Furnished 1 Bedroom Flat In Orchid Lekki Pay & Move In/Flat / Apartment FOR RENT,Orchid Lekki Lagos,"₦ 3,500,000/year",1 Beds 1 Baths,"Updated 18 May 2026, Added 11 May 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,"Joke Ayo, Via Surulere Alagbado Lagos Alagbado Abule Egba Lagos","₦ 1,500,000/year",2 Beds 3 Baths,"Updated 17 Jun 2026, Added 06 Jun 2026"
Furnished 2 Bedroom Flat,Furnished 2 Bedroom Flat/Flat Apartment FOR Rent,Off Isaac John Ikeja Gra Ikeja Lagos,"₦ 8,000,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 30 Mar 2026"
Shared Apartments,Shared Apartments/Flat Apartment FOR Rent,Ikota Lekki Lagos,"₦ 1,450,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 04 Jun 2026"
Newly Built 2 Bedroom Flat,Newly Built 2 Bedroom Flat/Flat Apartment FOR Rent,Thinkers Corner Enugu Enugu,"₦ 1,700,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 02 Apr 2026"
A Room Self Contain,A Room Self Contain/Flat Apartment FOR Rent,"Agbowo,ui Area Ibadan Oyo","₦ 500,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 30 May 2026"
Two Bedroom Flat,Two Bedroom Flat/Flat Apartment FOR Rent,Arepo Arepo Ogun,"₦ 2,500,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 03 Apr 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Off Admiralty Way Lekki Phase 1 Lekki Lagos,"₦ 4,500,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 07 May 2026"
Newly Built Room Self Contained,Newly Built Room Self Contained/Flat Apartment FOR Rent,Off Oduduwa Kilo Marsha Surulere Lagos,"₦ 1,300,000/year",1 Baths,"Updated 17 Jun 2026, Added 02 Oct 2025"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,Kilo Marsha Surulere Lagos,"₦ 4,000,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 29 Apr 2026"
Private 4 Bedroom Detached Home,Private 4 Bedroom Detached Home/House FOR SALE,Ikate Lekki Lagos,"₦ 950,000,000",4 Beds 4 Baths,"Updated 21 Jun 2026, Added 30 Jan 2026"
Standard 2 Bedroom Flat,Standard 2 Bedroom Flat/Flat Apartment FOR Rent,Osapa London Lekki Lagos,"₦ 6,000,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 16 Jun 2026"
Lovely Brand New Mini Flat Upstairs,Lovely Brand New Mini Flat Upstairs/Flat Apartment FOR Rent,"Ologolo, Before Agungi Bridge, Ologolo Lekki Lagos","₦ 5,500,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 17 Apr 2026"
Single Room Self Contained To Let @ Lekki,Single Room Self Contained To Let @ Lekki/Flat Apartment FOR Rent,Off Admiralty Way Lekki Phase 1 Lekki Lagos,"₦ 2,300,000/year",,"Updated 17 Jun 2026, Added 12 Jun 2026"
Shared Apartments,Shared Apartments/Flat Apartment FOR Rent,Ologolo Lekki Lagos,"₦ 1,400,000",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 04 Jun 2026"
Affordable Two Bedroom Flat,Affordable Two Bedroom Flat/Flat Apartment FOR Rent,"Isokan Estate, Amule Lagos Ayobo Ipaja Lagos","₦ 800,000/year",2 Beds 1 Baths,"Updated 17 Jun 2026, Added 06 Jun 2026"
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Rent,Orchid Lekki Lagos,"₦ 6,000,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 09 Jun 2026"
Newly Refurbished Rooms Self Contain & Mini Flats,Newly Refurbished Rooms Self Contain & Mini Flats/Flat Apartment FOR Rent,Surulere Lagos,"₦ 1,000,000/year",,"Updated 17 Jun 2026, Added 08 Jun 2026"
2 Bedroom Flat Upstairs,2 Bedroom Flat Upstairs/Flat Apartment FOR Rent,Fashoro Surulere Lagos,"₦ 4,500,000/year",2 Beds,"Updated 17 Jun 2026, Added 09 Jun 2026"
A Newly Built 2 Bedroom Apartment,A Newly Built 2 Bedroom Apartment/Flat Apartment FOR Rent,Ikate Surulere Lagos,"₦ 3,500,000/year",2 Beds,"Updated 17 Jun 2026, Added 08 Jun 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,Atere Area Akala Express Ibadan Oyo,"₦ 700,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 31 May 2026"
Serviced 3 Bedroom Flat,Serviced 3 Bedroom Flat/Flat Apartment FOR Rent,Shonibare Estate Maryland Lagos,"₦ 30,000,000/year",3 Beds 3 Baths,"Updated 17 Jun 2026, Added 30 Mar 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat / Apartment FOR RENT,Banana Island Ikoyi Lagos,"₦ 50,000,000/year",3 Beds 3 Baths,"Updated 22 Jun 2026, Added 18 May 2026"
Newly Built 3 Bedroom Flat,Newly Built 3 Bedroom Flat/Flat Apartment FOR Rent,Thinkers Corner Enugu Enugu,"₦ 2,000,000/year",3 Beds 3 Baths,"Updated 17 Jun 2026, Added 28 Feb 2026"
Room And Parlor Self Contain,Room And Parlor Self Contain/Flat Apartment FOR Rent,Molade Area Iwo Rd Ibadan Oyo,"₦ 350,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 16 Jun 2026"
Rm In A Flat,Rm In A Flat/Flat Apartment FOR Rent,Gbagi Area Alakia Ibadan Oyo,"₦ 200,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 16 Jun 2026"
Newly Built Room N Parlor,Newly Built Room N Parlor/Flat Apartment FOR Rent,Mowe Mowe Obafemi Owode Ogun,"₦ 500,000",,"Updated 17 Jun 2026, Added 01 Jun 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Church Street Opebi Ikeja Lagos,"₦ 2,000,000",1 Beds 2 Baths,"Updated 17 Jun 2026, Added 01 Jun 2026"
Newly Built 2 Bedroom Flat,Newly Built 2 Bedroom Flat/Flat Apartment FOR Rent,Thinkers Corner Enugu Enugu,"₦ 2,000,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 27 Feb 2026"
Newly Built 2 Bedroom Flat,Newly Built 2 Bedroom Flat/Flat Apartment FOR Rent,"Estate , Secure Community Abule Egba Abule Egba Lagos","₦ 3,500,000/year",2 Beds 3 Baths,"Updated 17 Jun 2026, Added 08 Jun 2026"
Fully Serviced 2 Bedroom Apartment,Fully Serviced 2 Bedroom Apartment/Flat Apartment FOR Rent,Oniru Victoria Island Lagos State Oniru Victoria Island Lagos,"₦ 25,000,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 01 Jun 2026"
Room And Parlor Self Contain,Room And Parlor Self Contain/Flat Apartment FOR Rent,Surelere Area Soka Ibadan Oyo,"₦ 600,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 06 Jun 2026"
Fully Furnished Single Room Apartment,Fully Furnished Single Room Apartment/Flat / Apartment FOR SHORTLET,Agungi Lekki Lagos,"₦ 40,000/day",1 Beds 1 Baths,"Updated 22 Jun 2026, Added 18 Mar 2026"
Serviced Single Room Self Contained To Let @ Vi,Serviced Single Room Self Contained To Let @ Vi/Flat Apartment FOR Rent,Ligali Ayorinde Victoria Island Lagos,"₦ 3,500,000/year",,"Updated 17 Jun 2026, Added 04 Jun 2026"
Newly Built Mini Flat,Newly Built Mini Flat/Flat Apartment FOR Rent,Turaya Mowe Obafemi Owode Ogun,"₦ 600,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 04 May 2026"
Newly Built 3 Bedroom Flat,Newly Built 3 Bedroom Flat/Flat Apartment FOR Rent,Wuye Abuja,"₦ 11,000,000",3 Beds 3 Baths,"Updated 17 Jun 2026, Added 17 Jun 2026"
Executive 2 Bedroom Apartment To Let @ Lekki,Executive 2 Bedroom Apartment To Let @ Lekki/Flat Apartment FOR Rent,Ikate Lekki Lagos,"₦ 12,000,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 05 Jun 2026"
New 2 Bedroom Apartment,New 2 Bedroom Apartment/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos State Lekki Phase 1 Lekki Lagos,"₦ 12,000,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 01 Jun 2026"
Single Room Upstairs Available,Single Room Upstairs Available/Flat Apartment FOR Rent,Cluster 1 Lekki County Vgc Lekki Lagos,"₦ 2,800,000/year",,"Updated 17 Jun 2026, Added 04 Jun 2026"
Spacious 3 Bedroom Apartment,Spacious 3 Bedroom Apartment/Flat Apartment FOR Rent,"Ocean Breeze Estate, Badore Ajah Lagos","₦ 3,000,000/year",4 Beds 3 Baths,"Updated 17 Jun 2026, Added 01 Mar 2026"
Fully Serviced 2 Bedroom Apartment,Fully Serviced 2 Bedroom Apartment/Flat Apartment FOR Rent,Oniru Victoria Island Lagos State Oniru Victoria Island Lagos,"₦ 25,000,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 01 Jun 2026"
Spacious Roomself Contain,Spacious Roomself Contain/Flat Apartment FOR Rent,Ado Road Ajah Lagos,"₦ 1,200,000/year",1 Baths,"Updated 17 Jun 2026, Added 31 May 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Igbo Efon Lekki Lagos,"₦ 3,000,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 11 Apr 2026"
Shared Apartment,Shared Apartment/Flat Apartment FOR Rent,Orchid Lekki Lagos,"₦ 3,500,000/year",1 Baths,"Updated 17 Jun 2026, Added 15 Jun 2026"
Premium 3 Bedroom Furnished Apartment (ocean View),Premium 3 Bedroom Furnished Apartment (ocean View)/Flat / Apartment FOR RENT,Eko Atlantic City Victoria Island Lagos,"₦ 84,000,000/year",3 Beds 3 Baths,"Updated 21 Jun 2026, Added 16 Jun 2026"
Shared Apartment,Shared Apartment/Flat Apartment FOR Rent,Oral Extension Lekki Lagos,"₦ 1,800,000/year",1 Baths,"Updated 17 Jun 2026, Added 12 Jun 2026"
Decent 2 Bedrooms Flat,Decent 2 Bedrooms Flat/Flat Apartment FOR Rent,Ago Palace Okota Lagos,"₦ 3,000,000/year",2 Beds 3 Baths,"Updated 17 Jun 2026, Added 01 Jun 2026"
Standard Mini Flat,Standard Mini Flat/Flat Apartment FOR Rent,Off Sinari Daranijo Victoria Island Extension Victoria Island Lagos,"₦ 8,000,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 14 May 2026"
A Newly Built 2 Bedroom Flat Ensuite,A Newly Built 2 Bedroom Flat Ensuite/Flat Apartment FOR Rent,Gated Street Fola Agoro Yaba Lagos,"₦ 6,500,000/year",2 Beds 3 Baths,"Updated 17 Jun 2026, Added 02 May 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,"Off International Airport, Ajao Estate Isolo Lagos","₦ 3,000,000/year",2 Beds,"Updated 17 Jun 2026, Added 30 Jan 2026"
2 Bdroom Apartment,2 Bdroom Apartment/Flat Apartment FOR Rent,Arigbaowo Mowe Obafemi Owode Ogun,"₦ 800,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 16 Apr 2026"
2 Bedroom Apartment Available,2 Bedroom Apartment Available/Flat Apartment FOR Rent,Freedom Way Lekki Lagos,"₦ 16,000,000/year",2 Beds,"Updated 17 Jun 2026, Added 06 Jun 2026"
Single Room Upstairs Available,Single Room Upstairs Available/Flat Apartment FOR Rent,Royal Pine Estate Orchid Lekki Lagos,"₦ 2,000,000/year",,"Updated 17 Jun 2026, Added 04 Jun 2026"
Studio Room Available,Studio Room Available/Flat Apartment FOR Rent,Osapa Osapa London Lekki Lagos,"₦ 3,000,000/year",,"Updated 17 Jun 2026, Added 04 Jun 2026"
4bed Terrace +bq..,4bed Terrace +bq../House FOR SALE,Ikeja Gra Ikeja Lagos,"₦ 570,000,000",5 Beds 6 Baths,"Updated 22 Jun 2026, Added 21 Nov 2025"
Decent 2 Bedrooms Flat,Decent 2 Bedrooms Flat/Flat Apartment FOR Rent,Ago Palace Okota Lagos,"₦ 3,000,000/year",2 Beds 3 Baths,"Updated 17 Jun 2026, Added 01 Jun 2026"
Brand New 2 Bedroom Apartment,Brand New 2 Bedroom Apartment/Flat Apartment FOR Rent,Orchid Lekki Lagos,"₦ 5,000,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 09 Jun 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Ilupeju Lagos,"₦ 3,500,000/year",,"Updated 17 Jun 2026, Added 08 May 2026"
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Rent,Maryland Lagos,"₦ 260,000,000",3 Beds,"Updated 17 Jun 2026, Added 01 Jun 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Onipaun Shomolu Lagos,"₦ 2,500,000/year",,"Updated 17 Jun 2026, Added 20 May 2026"
Newly Built Room Self Contained,Newly Built Room Self Contained/Flat Apartment FOR Rent,Off Alyetoro Aguda Surulere Lagos,"₦ 1,000,000/year",,"Updated 17 Jun 2026, Added 17 Feb 2026"
Newly Built Two Bedroom Flat In Enugu,Newly Built Two Bedroom Flat In Enugu/Flat Apartment FOR Rent,Centenary City Enugu Enugu,"₦ 3,000,000",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 09 Jun 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,Ireakari Estate Soka Ibadan Oyo,"₦ 1,100,000/year",3 Beds 3 Baths,"Updated 17 Jun 2026, Added 05 Jun 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,Off Ondo Street Oke Ira Ogba Lagos,"₦ 3,000,000/year",2 Beds 3 Baths,"Updated 17 Jun 2026, Added 11 Feb 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,Surulere Lagos,"₦ 6,000,000/year",,"Updated 17 Jun 2026, Added 18 Mar 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,Monatan Area Iwo Rd Ibadan Oyo,"₦ 600,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 13 Jun 2026"
Lovely Newly Renovated 2 Bedroom Flat,Lovely Newly Renovated 2 Bedroom Flat/Flat / Apartment FOR RENT,"Miracle Avenue, Opposite Wisebuyer Mall. Magboro Obafemi Owode Ogun","₦ 1,500,000/year",2 Beds 1 Baths,"Updated 22 Jun 2026, Added 22 Jun 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,Monatan Area Iwo Rd Ibadan Oyo,"₦ 600,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 13 Jun 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,Green Field Estate Ago Palace Ago Palace Okota Lagos,"₦ 4,000,000/year",3 Beds 2 Baths,"Updated 17 Jun 2026, Added 13 May 2026"
2 Bedroom Apartment To Let @ Lekki,2 Bedroom Apartment To Let @ Lekki/Flat Apartment FOR Rent,Horizon 2 Estate Ikate Lekki Lagos,"₦ 7,000,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 08 Jun 2026"
Furnished 2 Bedroom Apartment,Furnished 2 Bedroom Apartment/Flat Apartment FOR Rent,"You Can Pass Through New Market Oniru, Or Pinnacle Filling Station By Marwa Bustop Lekki Lagos","₦ 12,000,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 19 Mar 2026"
Furnished 2 Bedroom Apartment,Furnished 2 Bedroom Apartment/Flat Apartment FOR Rent,"Off Admiralty Way, Lekki Phase 1 Lekki Lagos","₦ 20,000,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 22 Mar 2026"
A Mini Flat,A Mini Flat/Flat Apartment FOR Rent,"Ologolo, Opposite Osapaagungi Jakande Lekki Lagos","₦ 4,500,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 08 Jun 2026"
Furnished 2 Bedroom Apartment With Bq,Furnished 2 Bedroom Apartment With Bq/Flat Apartment FOR Rent,"Close To Marwa, Lekki Phase 1, Oniru, Vi & Ikoyi Ikate Lekki Lagos","₦ 14,000,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 19 Mar 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,Ajao Estate Isolo Lagos,"₦ 5,000,000/year",3 Beds,"Updated 17 Jun 2026, Added 30 Jan 2026"
Brand New Mini Flat In Serene Estate (ground Floor),Brand New Mini Flat In Serene Estate (ground Floor)/Flat Apartment FOR Rent,Alpha Beach Road Lekki Lagos,"₦ 4,000,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 17 Jun 2026"
5 Bedroom Fully Detached Duplex,5 Bedroom Fully Detached Duplex/House FOR SALE,Malami Est Oluyole Estate Ibadan Oyo,"₦ 300,000,000",,"Updated 21 Jun 2026, Added 25 Sep 2025"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Yusuf Street Oke Ira Ogba Lagos,"₦ 1,300,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 15 May 2026"
Newly Built Two Bedroom Flat In,Newly Built Two Bedroom Flat In/Flat Apartment FOR Rent,Thinkers Corner Enugu Enugu,"₦ 1,800,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 09 Jun 2026"
Bq,Bq/Flat Apartment FOR Rent,Royal Pine Gate3 Orchid Lekki Lagos,"₦ 700,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 16 Jun 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,"Off Aborisade, Lawanson Surulere Lagos","₦ 3,000,000/year",,"Updated 17 Jun 2026, Added 29 Apr 2026"
Tastefully Finished 3 Bedroom Flat,Tastefully Finished 3 Bedroom Flat/Flat Apartment FOR Rent,"Thinkers Corner, Enugu Enugu","₦ 2,000,000/year",3 Beds 3 Baths,"Updated 17 Jun 2026, Added 31 Mar 2026"
4 Bedroom Apartment With Bq,4 Bedroom Apartment With Bq/Flat Apartment FOR Rent,Bourdillon Ikoyi Lagos,"₦ 40,000,000/year",4 Beds,"Updated 17 Jun 2026, Added 25 May 2026"
Studio Apartment Mini Flat,Studio Apartment Mini Flat/Flat Apartment FOR Rent,Ado Road Ajah Lagos,"₦ 1,500,000/year",,"Updated 17 Jun 2026, Added 24 Nov 2025"
Newly Built 2 Bedroom Flat,Newly Built 2 Bedroom Flat/Flat Apartment FOR Rent,Green Field Estate Ago Palace Okota Lagos,"₦ 4,500,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 09 May 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,Coca Cola Estate Mowe Obafemi Owode Ogun,"₦ 700,000/year",3 Beds 3 Baths,"Updated 17 Jun 2026, Added 17 May 2026"
Standard Mini Flat,Standard Mini Flat/Flat Apartment FOR Rent,"Dalemo, Alakuko Alagbado Abule Egba Lagos","₦ 1,000,000/year",1 Beds 2 Baths,"Updated 17 Jun 2026, Added 09 Apr 2026"
Spacious Mini Flat,Spacious Mini Flat/Flat Apartment FOR Rent,Ikola Road Command Alagbado Abule Egba Lagos,"₦ 1,000,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 10 Jun 2026"
Lovely Newly Renovated 2 Bedroom Flat,Lovely Newly Renovated 2 Bedroom Flat/Flat / Apartment FOR RENT,"Miracle Avenue, Opposite Wisebuyer Mall. Magboro Obafemi Owode Ogun","₦ 1,500,000/year",2 Beds 1 Baths,"Updated 22 Jun 2026, Added 22 Jun 2026"
Spacious Mini Flat,Spacious Mini Flat/Flat Apartment FOR Rent,Ikola Road Command Alagbado Abule Egba Lagos,"₦ 1,000,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 10 Jun 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,Baruwa Ipaja Lagos,"₦ 1,300,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 27 Apr 2026"
Newly Built 2 Bedroom En Suite Flat,Newly Built 2 Bedroom En Suite Flat/Flat Apartment FOR Rent,Old Oko Oba Lagos Abule Egba Abule Egba Lagos,"₦ 2,500,000/year",2 Beds 3 Baths,"Updated 17 Jun 2026, Added 06 Jun 2026"
A Luxury 3 Bedroom Flat Upstairs,A Luxury 3 Bedroom Flat Upstairs/Flat Apartment FOR Rent,Ado Ajah Lagos,"₦ 3,200,000/year",3 Beds 3 Baths,"Updated 17 Jun 2026, Added 17 Jun 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,Owu Crown Area Iwo Rd Ibadan Oyo,"₦ 800,000/year",3 Beds 3 Baths,"Updated 17 Jun 2026, Added 13 Jun 2026"
Standard Mini Flat,Standard Mini Flat/Flat Apartment FOR Rent,Odobo Estate Oke Ira Ogba Lagos,"₦ 1,000,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 03 May 2026"
